NumGRASP , NumLS , strikes, FuncionObjetivo Sin Pesos , FuncionObjetivo Con pesos , Fosforo ,  Peso Fosforo, CantIncUsos, Peso CantIncUsos, CantIncProd, Peso CantIncProd
27 , 7 , 2 , 1.012962 , 0.920874 , 0.700462 , 0.9090909 , 0.000000 , 1.0 , 0.312500 , 0.9090909
27 , 11 , 3 , 0.965916 , 0.758792 , 0.653416 , 0.6830134 , 0.000000 , 1.0 , 0.312500 , 1.0
28 , 1 , 0 , 0.979877 , 0.979877 , 0.729877 , 1.0 , 0.000000 , 1.0 , 0.250000 , 1.0
28 , 2 , 0 , 0.982577 , 0.982577 , 0.670077 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
28 , 4 , 1 , 0.925546 , 0.864133 , 0.675546 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 1.0
28 , 5 , 2 , 0.925546 , 0.864133 , 0.675546 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 1.0
28 , 7 , 3 , 0.801832 , 0.790469 , 0.676832 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.9090909
28 , 8 , 4 , 0.801832 , 0.790469 , 0.676832 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.9090909
28 , 9 , 5 , 0.801832 , 0.790469 , 0.676832 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.9090909
28 , 10 , 6 , 0.801832 , 0.790469 , 0.676832 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.9090909
28 , 11 , 7 , 0.801832 , 0.790469 , 0.676832 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.9090909
29 , 1 , 0 , 0.985904 , 0.985904 , 0.673404 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
29 , 2 , 0 , 1.104896 , 1.104896 , 0.667396 , 1.0 , 0.187500 , 1.0 , 0.250000 , 1.0
29 , 4 , 1 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 5 , 2 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 6 , 3 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 7 , 4 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 8 , 5 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 9 , 6 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 10 , 7 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
29 , 11 , 8 , 0.968879 , 0.904663 , 0.656379 , 0.9090909 , 0.125000 , 1.1 , 0.187500 , 0.9090909
30 , 1 , 0 , 1.572396 , 1.572396 , 0.697396 , 1.0 , 0.500000 , 1.0 , 0.375000 , 1.0
30 , 5 , 0 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
30 , 6 , 1 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
30 , 7 , 2 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
30 , 8 , 3 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
30 , 9 , 4 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
30 , 10 , 5 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
30 , 11 , 6 , 0.933462 , 0.827940 , 0.683462 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.82644624
31 , 1 , 0 , 0.992469 , 0.992469 , 0.679969 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
31 , 7 , 0 , 0.805187 , 0.712266 , 0.680187 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.75131476
31 , 8 , 1 , 0.805187 , 0.712266 , 0.680187 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.75131476
31 , 9 , 2 , 0.805187 , 0.712266 , 0.680187 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.75131476
31 , 10 , 3 , 0.805187 , 0.712266 , 0.680187 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.75131476
31 , 11 , 4 , 0.805187 , 0.712266 , 0.680187 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.75131476
32 , 1 , 0 , 1.134817 , 1.134817 , 0.759817 , 1.0 , 0.000000 , 1.0 , 0.375000 , 1.0
32 , 3 , 0 , 1.055874 , 0.959886 , 0.743374 , 0.9090909 , 0.000000 , 1.0 , 0.312500 , 0.9090909
32 , 5 , 1 , 0.882146 , 0.729046 , 0.694646 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.82644624
32 , 6 , 2 , 0.882146 , 0.729046 , 0.694646 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.82644624
32 , 7 , 3 , 0.882146 , 0.729046 , 0.694646 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.82644624
32 , 8 , 4 , 0.882146 , 0.729046 , 0.694646 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.82644624
32 , 9 , 5 , 0.882146 , 0.729046 , 0.694646 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.82644624
32 , 10 , 6 , 0.882146 , 0.729046 , 0.694646 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.82644624
33 , 1 , 0 , 0.959567 , 0.959567 , 0.647067 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
33 , 3 , 0 , 0.910157 , 0.953446 , 0.660157 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.9090909
33 , 4 , 1 , 0.910157 , 0.953446 , 0.660157 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.9090909
33 , 5 , 2 , 0.910157 , 0.953446 , 0.660157 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.9090909
33 , 6 , 3 , 0.953384 , 1.018041 , 0.703384 , 1.1 , 0.187500 , 1.0 , 0.062500 , 0.9090909
33 , 7 , 4 , 0.953384 , 1.018041 , 0.703384 , 1.1 , 0.187500 , 1.0 , 0.062500 , 0.9090909
33 , 8 , 5 , 0.953384 , 1.018041 , 0.703384 , 1.1 , 0.187500 , 1.0 , 0.062500 , 0.9090909
33 , 10 , 6 , 1.018250 , 1.109944 , 0.643250 , 1.21 , 0.125000 , 1.0 , 0.250000 , 0.82644624
33 , 11 , 7 , 0.890442 , 0.981547 , 0.640442 , 1.21 , 0.000000 , 1.0 , 0.250000 , 0.82644624
34 , 1 , 0 , 1.328787 , 1.328787 , 0.641287 , 1.0 , 0.375000 , 1.0 , 0.312500 , 1.0
34 , 3 , 0 , 1.197463 , 1.117012 , 0.634963 , 0.9090909 , 0.250000 , 0.9090909 , 0.312500 , 1.0
34 , 4 , 1 , 1.197463 , 1.117012 , 0.634963 , 0.9090909 , 0.250000 , 0.9090909 , 0.312500 , 1.0
34 , 8 , 2 , 0.867073 , 0.977243 , 0.679573 , 1.21 , 0.000000 , 1.0 , 0.187500 , 0.82644624
34 , 11 , 3 , 0.777644 , 0.746559 , 0.652644 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.75131476
35 , 1 , 0 , 1.104897 , 1.104897 , 0.729897 , 1.0 , 0.000000 , 1.0 , 0.375000 , 1.0
35 , 8 , 0 , 0.829337 , 0.671315 , 0.641837 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.75131476
35 , 9 , 1 , 0.829337 , 0.671315 , 0.641837 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.75131476
35 , 10 , 2 , 0.829337 , 0.671315 , 0.641837 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.75131476
35 , 11 , 3 , 0.829337 , 0.671315 , 0.641837 , 0.82644624 , 0.000000 , 1.0 , 0.187500 , 0.75131476
36 , 1 , 0 , 1.180108 , 1.180108 , 0.680108 , 1.0 , 0.187500 , 1.0 , 0.312500 , 1.0
36 , 4 , 0 , 0.909996 , 0.877455 , 0.722496 , 1.0 , 0.000000 , 0.9090909 , 0.187500 , 0.82644624
36 , 5 , 1 , 0.909996 , 0.877455 , 0.722496 , 1.0 , 0.000000 , 0.9090909 , 0.187500 , 0.82644624
36 , 6 , 2 , 1.280164 , 1.207850 , 0.655164 , 1.0 , 0.437500 , 0.9090909 , 0.187500 , 0.82644624
36 , 7 , 3 , 1.280164 , 1.207850 , 0.655164 , 1.0 , 0.437500 , 0.9090909 , 0.187500 , 0.82644624
36 , 8 , 4 , 1.280164 , 1.207850 , 0.655164 , 1.0 , 0.437500 , 0.9090909 , 0.187500 , 0.82644624
36 , 9 , 5 , 1.280164 , 1.207850 , 0.655164 , 1.0 , 0.437500 , 0.9090909 , 0.187500 , 0.82644624
36 , 10 , 6 , 1.280164 , 1.207850 , 0.655164 , 1.0 , 0.437500 , 0.9090909 , 0.187500 , 0.82644624
36 , 11 , 7 , 0.937993 , 0.894605 , 0.687993 , 1.0 , 0.000000 , 0.9090909 , 0.250000 , 0.82644624
37 , 1 , 0 , 0.994705 , 0.994705 , 0.682205 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
37 , 3 , 0 , 0.927452 , 0.843138 , 0.677452 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.9090909
37 , 4 , 1 , 0.927452 , 0.843138 , 0.677452 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.9090909
37 , 5 , 2 , 0.927452 , 0.843138 , 0.677452 , 0.9090909 , 0.000000 , 1.0 , 0.250000 , 0.9090909
37 , 6 , 3 , 1.025001 , 0.943183 , 0.650001 , 0.9090909 , 0.125000 , 1.0 , 0.250000 , 0.9090909
37 , 7 , 4 , 1.025001 , 0.943183 , 0.650001 , 0.9090909 , 0.125000 , 1.0 , 0.250000 , 0.9090909
37 , 8 , 5 , 1.025001 , 0.943183 , 0.650001 , 0.9090909 , 0.125000 , 1.0 , 0.250000 , 0.9090909
37 , 10 , 6 , 0.901351 , 0.765579 , 0.651351 , 0.82644624 , 0.000000 , 1.0 , 0.250000 , 0.9090909
37 , 11 , 7 , 0.901351 , 0.765579 , 0.651351 , 0.82644624 , 0.000000 , 1.0 , 0.250000 , 0.9090909
38 , 1 , 0 , 1.031091 , 1.031091 , 0.718591 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
38 , 6 , 0 , 1.213820 , 1.007360 , 0.651320 , 0.6830134 , 0.250000 , 1.0 , 0.312500 , 1.0
38 , 9 , 1 , 0.950553 , 0.705760 , 0.700553 , 0.6830134 , 0.000000 , 1.0 , 0.250000 , 0.9090909
38 , 10 , 2 , 0.950553 , 0.705760 , 0.700553 , 0.6830134 , 0.000000 , 1.0 , 0.250000 , 0.9090909
39 , 1 , 0 , 0.912182 , 0.912182 , 0.662182 , 1.0 , 0.000000 , 1.0 , 0.250000 , 1.0
39 , 3 , 0 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 4 , 1 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 5 , 2 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 6 , 3 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 7 , 4 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 8 , 5 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 9 , 6 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 10 , 7 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
39 , 11 , 8 , 0.840032 , 0.763666 , 0.652532 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.9090909
40 , 1 , 0 , 1.147507 , 1.147507 , 0.710007 , 1.0 , 0.000000 , 1.0 , 0.437500 , 1.0
40 , 4 , 0 , 1.012859 , 1.129672 , 0.762859 , 1.21 , 0.000000 , 1.0 , 0.250000 , 0.82644624
40 , 6 , 1 , 0.904751 , 0.926838 , 0.654751 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
40 , 7 , 2 , 0.904751 , 0.926838 , 0.654751 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
40 , 8 , 3 , 0.904751 , 0.926838 , 0.654751 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
40 , 9 , 4 , 0.904751 , 0.926838 , 0.654751 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
40 , 10 , 5 , 0.904751 , 0.926838 , 0.654751 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
40 , 11 , 6 , 0.904751 , 0.926838 , 0.654751 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
41 , 1 , 0 , 1.219476 , 1.219476 , 0.656976 , 1.0 , 0.250000 , 1.0 , 0.312500 , 1.0
41 , 3 , 0 , 0.951556 , 0.987052 , 0.639056 , 1.1 , 0.000000 , 0.9090909 , 0.312500 , 0.9090909
41 , 4 , 1 , 0.947454 , 0.982540 , 0.634954 , 1.1 , 0.000000 , 0.9090909 , 0.312500 , 0.9090909
41 , 6 , 2 , 0.862271 , 0.829730 , 0.674771 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
41 , 7 , 3 , 0.862271 , 0.829730 , 0.674771 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
41 , 8 , 4 , 0.862271 , 0.829730 , 0.674771 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
41 , 10 , 5 , 0.830930 , 0.739895 , 0.643430 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.82644624
41 , 11 , 6 , 0.830930 , 0.739895 , 0.643430 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.82644624
42 , 1 , 0 , 1.432802 , 1.432802 , 0.682802 , 1.0 , 0.500000 , 1.0 , 0.250000 , 1.0
42 , 3 , 0 , 1.176478 , 1.092253 , 0.676478 , 0.9090909 , 0.250000 , 0.9090909 , 0.250000 , 1.0
42 , 7 , 1 , 0.852963 , 0.831269 , 0.727963 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.82644624
42 , 8 , 2 , 0.852963 , 0.831269 , 0.727963 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.82644624
42 , 9 , 3 , 0.852963 , 0.831269 , 0.727963 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.82644624
42 , 10 , 4 , 0.852963 , 0.831269 , 0.727963 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.82644624
42 , 11 , 5 , 0.852963 , 0.831269 , 0.727963 , 1.0 , 0.000000 , 1.0 , 0.125000 , 0.82644624
43 , 1 , 0 , 0.971938 , 0.971938 , 0.659438 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
43 , 5 , 0 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
43 , 6 , 1 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
43 , 7 , 2 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
43 , 8 , 3 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
43 , 9 , 4 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
43 , 10 , 5 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
43 , 11 , 6 , 0.861464 , 0.896320 , 0.673964 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.82644624
44 , 1 , 0 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 2 , 0 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 3 , 1 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 4 , 2 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 5 , 3 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 6 , 4 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 7 , 5 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 8 , 6 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 9 , 7 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 10 , 8 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
44 , 11 , 9 , 0.828440 , 0.828440 , 0.640940 , 1.0 , 0.062500 , 1.0 , 0.125000 , 1.0
45 , 1 , 0 , 1.001822 , 1.001822 , 0.689322 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
45 , 2 , 0 , 1.049364 , 1.049364 , 0.674364 , 1.0 , 0.062500 , 1.0 , 0.312500 , 1.0
45 , 3 , 1 , 1.049364 , 1.049364 , 0.674364 , 1.0 , 0.062500 , 1.0 , 0.312500 , 1.0
45 , 6 , 2 , 0.916341 , 0.893614 , 0.666341 , 1.0 , 0.000000 , 1.0 , 0.250000 , 0.9090909
45 , 10 , 3 , 0.850957 , 0.758101 , 0.663457 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.82644624
45 , 11 , 4 , 0.850957 , 0.758101 , 0.663457 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 1 , 0 , 0.982256 , 0.982256 , 0.669756 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
46 , 4 , 0 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 5 , 1 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 6 , 2 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 7 , 3 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 8 , 4 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 9 , 5 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 10 , 6 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
46 , 11 , 7 , 0.860074 , 0.827532 , 0.672574 , 1.0 , 0.000000 , 1.0 , 0.187500 , 0.82644624
47 , 1 , 0 , 1.117467 , 1.117467 , 0.742467 , 1.0 , 0.000000 , 1.0 , 0.375000 , 1.0
47 , 4 , 0 , 1.106470 , 0.990367 , 0.668970 , 0.82644624 , 0.062500 , 1.0 , 0.375000 , 1.0
47 , 5 , 1 , 1.167506 , 1.051658 , 0.667506 , 0.82644624 , 0.187500 , 1.0 , 0.312500 , 1.0
47 , 6 , 2 , 1.167506 , 1.051658 , 0.667506 , 0.82644624 , 0.187500 , 1.0 , 0.312500 , 1.0
47 , 7 , 3 , 1.167506 , 1.051658 , 0.667506 , 0.82644624 , 0.187500 , 1.0 , 0.312500 , 1.0
47 , 10 , 4 , 1.046281 , 0.897236 , 0.671281 , 0.82644624 , 0.187500 , 1.0 , 0.187500 , 0.82644624
47 , 11 , 5 , 1.046281 , 0.897236 , 0.671281 , 0.82644624 , 0.187500 , 1.0 , 0.187500 , 0.82644624
48 , 1 , 0 , 1.013043 , 1.013043 , 0.700543 , 1.0 , 0.000000 , 1.0 , 0.312500 , 1.0
48 , 6 , 0 , 0.794122 , 0.656299 , 0.669122 , 0.82644624 , 0.000000 , 1.0 , 0.125000 , 0.82644624
48 , 7 , 1 , 0.794122 , 0.656299 , 0.669122 , 0.82644624 , 0.000000 , 1.0 , 0.125000 , 0.82644624
48 , 8 , 2 , 0.794122 , 0.656299 , 0.669122 , 0.82644624 , 0.000000 , 1.0 , 0.125000 , 0.82644624
48 , 9 , 3 , 0.794122 , 0.656299 , 0.669122 , 0.82644624 , 0.000000 , 1.0 , 0.125000 , 0.82644624
48 , 10 , 4 , 0.794122 , 0.656299 , 0.669122 , 0.82644624 , 0.000000 , 1.0 , 0.125000 , 0.82644624
48 , 11 , 5 , 0.794122 , 0.656299 , 0.669122 , 0.82644624 , 0.000000 , 1.0 , 0.125000 , 0.82644624
49 , 1 , 0 , 1.090578 , 1.090578 , 0.715578 , 1.0 , 0.000000 , 1.0 , 0.375000 , 1.0
49 , 4 , 0 , 0.925533 , 0.785564 , 0.675533 , 0.82644624 , 0.000000 , 1.0 , 0.250000 , 0.9090909
49 , 5 , 1 , 0.925533 , 0.785564 , 0.675533 , 0.82644624 , 0.000000 , 1.0 , 0.250000 , 0.9090909
49 , 6 , 2 , 0.925533 , 0.785564 , 0.675533 , 0.82644624 , 0.000000 , 1.0 , 0.250000 , 0.9090909
49 , 7 , 3 , 0.923706 , 0.789736 , 0.673706 , 0.82644624 , 0.062500 , 1.0 , 0.187500 , 0.9090909
49 , 8 , 4 , 0.923706 , 0.789736 , 0.673706 , 0.82644624 , 0.062500 , 1.0 , 0.187500 , 0.9090909
49 , 9 , 5 , 0.923706 , 0.789736 , 0.673706 , 0.82644624 , 0.062500 , 1.0 , 0.187500 , 0.9090909
49 , 10 , 6 , 0.923706 , 0.789736 , 0.673706 , 0.82644624 , 0.062500 , 1.0 , 0.187500 , 0.9090909
49 , 11 , 7 , 0.923706 , 0.789736 , 0.673706 , 0.82644624 , 0.062500 , 1.0 , 0.187500 , 0.9090909
50 , 1 , 0 , 1.077243 , 1.077243 , 0.639743 , 1.0 , 0.000000 , 1.0 , 0.437500 , 1.0
50 , 5 , 0 , 0.982389 , 0.867254 , 0.669889 , 0.9090909 , 0.000000 , 1.0 , 0.312500 , 0.82644624
50 , 8 , 1 , 0.803110 , 0.701840 , 0.678110 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.6830134
50 , 9 , 2 , 0.803110 , 0.701840 , 0.678110 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.6830134
50 , 10 , 3 , 0.803110 , 0.701840 , 0.678110 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.6830134
50 , 11 , 4 , 0.803110 , 0.701840 , 0.678110 , 0.9090909 , 0.000000 , 1.0 , 0.125000 , 0.6830134
51 , 1 , 0 , 1.111366 , 1.111366 , 0.736366 , 1.0 , 0.000000 , 1.0 , 0.375000 , 1.0
51 , 4 , 0 , 1.082993 , 0.937391 , 0.707993 , 0.82644624 , 0.125000 , 1.0 , 0.250000 , 0.9090909
51 , 5 , 1 , 1.082993 , 0.937391 , 0.707993 , 0.82644624 , 0.125000 , 1.0 , 0.250000 , 0.9090909
51 , 6 , 2 , 1.082993 , 0.937391 , 0.707993 , 0.82644624 , 0.125000 , 1.0 , 0.250000 , 0.9090909
51 , 8 , 3 , 0.973048 , 0.780370 , 0.660548 , 0.75131476 , 0.000000 , 1.0 , 0.312500 , 0.9090909
51 , 9 , 4 , 0.973048 , 0.780370 , 0.660548 , 0.75131476 , 0.000000 , 1.0 , 0.312500 , 0.9090909
51 , 10 , 5 , 0.973048 , 0.780370 , 0.660548 , 0.75131476 , 0.000000 , 1.0 , 0.312500 , 0.9090909
51 , 11 , 6 , 0.973048 , 0.780370 , 0.660548 , 0.75131476 , 0.000000 , 1.0 , 0.312500 , 0.9090909
52 , 1 , 0 , 1.167821 , 1.167821 , 0.730321 , 1.0 , 0.062500 , 1.0 , 0.375000 , 1.0
52 , 5 , 0 , 0.968232 , 0.996667 , 0.718232 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
52 , 6 , 1 , 0.968232 , 0.996667 , 0.718232 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
52 , 7 , 2 , 0.968232 , 0.996667 , 0.718232 , 1.1 , 0.000000 , 1.0 , 0.250000 , 0.82644624
52 , 10 , 3 , 0.922406 , 0.949268 , 0.734906 , 1.1 , 0.000000 , 1.0 , 0.187500 , 0.75131476
53 , 1 , 0 , 1.262446 , 1.262446 , 0.699946 , 1.0 , 0.187500 , 1.0 , 0.375000 , 1.0
53 , 6 , 0 , 0.896832 , 0.669068 , 0.646832 , 0.6830134 , 0.000000 , 1.0 , 0.250000 , 0.9090909
53 , 7 , 1 , 0.896832 , 0.669068 , 0.646832 , 0.6830134 , 0.000000 , 1.0 , 0.250000 , 0.9090909
53 , 8 , 2 , 0.896832 , 0.669068 , 0.646832 , 0.6830134 , 0.000000 , 1.0 , 0.250000 , 0.9090909
53 , 10 , 3 , 0.895811 , 0.628271 , 0.645811 , 0.62092125 , 0.000000 , 1.0 , 0.250000 , 0.9090909
53 , 11 , 4 , 0.895811 , 0.628271 , 0.645811 , 0.62092125 , 0.000000 , 1.0 , 0.250000 , 0.9090909
54 , 1 , 0 , 1.119217 , 1.119217 , 0.681717 , 1.0 , 0.000000 , 1.0 , 0.437500 , 1.0
54 , 3 , 0 , 1.005938 , 1.046873 , 0.693438 , 1.1 , 0.000000 , 1.0 , 0.312500 , 0.9090909
54 , 5 , 1 , 1.347273 , 1.318864 , 0.659773 , 1.0 , 0.375000 , 1.0 , 0.312500 , 0.9090909
54 , 9 , 2 , 0.874553 , 0.765465 , 0.687053 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.75131476
54 , 10 , 3 , 0.874553 , 0.765465 , 0.687053 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.75131476
54 , 11 , 4 , 0.874553 , 0.765465 , 0.687053 , 0.9090909 , 0.000000 , 1.0 , 0.187500 , 0.75131476
55 , 1 , 0 , 1.206873 , 1.206873 , 0.644373 , 1.0 , 0.250000 , 1.0 , 0.312500 , 1.0
55 , 2 , 0 , 1.536639 , 1.536639 , 0.661639 , 1.0 , 0.687500 , 1.0 , 0.187500 , 1.0
55 , 4 , 1 , 0.812190 , 0.869546 , 0.687190 , 1.1 , 0.000000 , 0.9090909 , 0.125000 , 0.9090909
55 , 5 , 2 , 0.812190 , 0.869546 , 0.687190 , 1.1 , 0.000000 , 0.9090909 , 0.125000 , 0.9090909
55 , 6 , 3 , 0.812190 , 0.869546 , 0.687190 , 1.1 , 0.000000 , 0.9090909 , 0.125000 , 0.9090909
55 , 7 , 4 , 0.812190 , 0.869546 , 0.687190 , 1.1 , 0.000000 , 0.9090909 , 0.125000 , 0.9090909
